flight ID, Destination, Destination_IATA, Continent, Country, Time, Distance, Emissions, TaxCuts
SK495,Oslo,OSL,Europe,NO,2018-04-22T11:10:00Z,417,107.169,310.9814732
SK712,Helsinki,HEL,Europe,FI,2018-04-22T13:00:00Z,397,102.029,296.0662946
TK1792,Istanbul IST,IST,Europe,TR,2018-04-22T05:45:00Z,2177,385.329,1118.142187
SK963,Hong Kong,HKG,Asia,HK,2018-04-22T13:00:00Z,8224,1455.648,4223.978571
D83199,Copenhagen,CPH,Europe,DK,2018-04-22T11:05:00Z,523,92.571,268.6212054
SK1495,Stavanger,SVG,Europe,NO,2018-04-22T12:15:00Z,704,124.608,361.5857143
SK1523,London LHR,LHR,Europe,GB,2018-04-22T14:15:00Z,1454,257.358,746.7977679
SK407,Copenhagen,CPH,Europe,DK,2018-04-22T14:20:00Z,523,92.571,268.6212054
SK077,Visby,VBY,Europe,SE,2018-04-22T07:30:00Z,189,48.573,140.9484375
AF1263,Paris CDG,CDG,Europe,FR,2018-04-22T10:40:00Z,1523,269.571,782.2372768
D82851,London LGW,LGW,Europe,GB,2018-04-22T10:45:00Z,1465,259.305,752.4475446
SK2549,Manchester,MAN,Europe,GB,2018-04-22T14:20:00Z,1403,248.331,720.6033482
DY4007,Umea,UME,Europe,SE,2018-04-22T07:30:00Z,514,90.978,263.9986607
WW943,Reykjavik,KEF,other,IS,2018-04-22T10:35:00Z,2135,377.895,1096.570312
BT108,Riga,RIX,Europe,LV,2018-04-22T13:35:00Z,443,113.851,330.3712054
D85551,Barcelona,BCN,Europe,ES,2018-04-22T10:35:00Z,2281,403.737,1171.558259
SK849,Oslo,OSL,Europe,NO,2018-04-22T08:50:00Z,417,107.169,310.9814732
DY4095,Skelleftea,SFT,Europe,SE,2018-04-22T11:20:00Z,622,110.094,319.4691964
PS172,Kiev,KBP,Europe,UA,2018-04-22T13:05:00Z,1266,224.082,650.2379464
KL1110,Amsterdam,AMS,Europe,NL,2018-04-22T11:40:00Z,1127,199.479,578.8453125
SK1851,Dubrovnik,DBV,Europe,HR,2018-04-22T04:05:00Z,1857,328.689,953.7850446
SK2903,Lisbon,LIS,Europe,PT,2018-04-22T12:20:00Z,2993,529.761,1537.252902
SK1048,Kiruna,KRN,Europe,SE,2018-04-22T18:50:00Z,955,169.035,490.5033482
SK1016,Skelleftea,SFT,Europe,SE,2018-04-22T12:30:00Z,622,110.094,319.4691964
SK2625,Dusseldorf,DUS,Europe,DE,2018-04-22T13:20:00Z,1149,203.373,590.1448661
SK2002,Lulea,LLA,Europe,SE,2018-04-22T14:35:00Z,727,128.679,373.3988839
EK158,Dubai,DXB,Asia,AE,2018-04-22T13:05:00Z,4760,842.52,2444.8125
IB3315,Madrid,MAD,Europe,ES,2018-04-22T12:45:00Z,2596,459.492,1333.347321
AY804,Helsinki,HEL,Europe,FI,2018-04-22T07:35:00Z,397,102.029,296.0662946
SK1827,Nice,NCE,Europe,FR,2018-04-22T07:25:00Z,1889,334.353,970.2207589
SK689,Milan LIN,LIN,Europe,IT,2018-04-22T09:05:00Z,1653,292.581,849.0073661
KL1106,Amsterdam,AMS,Europe,NL,2018-04-22T07:35:00Z,1127,199.479,578.8453125
LH2415,Munich,MUC,Europe,DE,2018-04-22T09:50:00Z,1316,232.932,675.91875
SK195,Kalmar,KLR,Europe,SE,2018-04-22T12:00:00Z,313,80.441,233.4225446
QR168,Doha,DOH,Asia,QA,2018-04-22T15:40:00Z,4590,812.43,2357.497768
SK1555,Amsterdam,AMS,Europe,NL,2018-04-22T14:40:00Z,1127,199.479,578.8453125
SK1423,Copenhagen,CPH,Europe,DK,2018-04-22T11:30:00Z,523,92.571,268.6212054
DY4063,Kiruna,KRN,Europe,SE,2018-04-22T10:20:00Z,955,169.035,490.5033482
SK2026,Umea,UME,Europe,SE,2018-04-22T09:35:00Z,514,90.978,263.9986607
D86651,Palma,PMI,Europe,ES,2018-04-22T09:05:00Z,2453,434.181,1259.900223
DY805,Oslo,OSL,Europe,NO,2018-04-22T09:20:00Z,417,107.169,310.9814732
SK1040,Kiruna,KRN,Europe,SE,2018-04-22T08:30:00Z,955,169.035,490.5033482
D8205,Helsinki,HEL,Europe,FI,2018-04-22T09:00:00Z,397,102.029,296.0662946
SK637,Frankfurt,FRA,Europe,DE,2018-04-22T12:35:00Z,1188,210.276,610.1758929
SK1809,Palma,PMI,Europe,ES,2018-04-22T15:05:00Z,2453,434.181,1259.900223
SK557,Amsterdam,AMS,Europe,NL,2018-04-22T09:40:00Z,1127,199.479,578.8453125
SK489,Oslo,OSL,Europe,NO,2018-04-22T09:50:00Z,417,107.169,310.9814732
SK157,Goteborg,GOT,Europe,SE,2018-04-22T10:05:00Z,397,102.029,296.0662946
SK2545,Edinburgh,EDI,Europe,GB,2018-04-22T11:30:00Z,1315,232.755,675.4051339
SK010,Lulea,LLA,Europe,SE,2018-04-22T11:40:00Z,727,128.679,373.3988839
SK571,Paris CDG,CDG,Europe,FR,2018-04-22T13:35:00Z,1523,269.571,782.2372768
SK1583,Malaga,AGP,Europe,ES,2018-04-22T13:40:00Z,2992,529.584,1536.739286
SK903,New York EWR,EWR,other,US,2018-04-22T10:25:00Z,6339,1122.003,3255.812277
SK052,Sundsvall,SDL,Europe,SE,2018-04-22T11:15:00Z,343,88.151,255.7953125
SK2647,Hamburg,HAM,Europe,DE,2018-04-22T14:45:00Z,812,143.724,417.05625
DY4901,Krakow,KRK,Europe,PL,2018-04-22T07:20:00Z,1039,183.903,533.6470982
LX1249,Zurich,ZRH,Europe,CH,2018-04-22T07:50:00Z,1471,260.367,755.5292411
LH803,Frankfurt,FRA,Europe,DE,2018-04-22T11:15:00Z,1188,210.276,610.1758929
SK117,Malmo,MMX,Europe,SE,2018-04-22T10:35:00Z,513,90.801,263.4850446
D81001,Rome FCO,FCO,Europe,IT,2018-04-22T11:00:00Z,1993,352.761,1023.63683
RO332,Bucharest,OTP,Europe,RO,2018-04-22T09:00:00Z,1745,308.865,896.2600446
BA777,London LHR,LHR,Europe,GB,2018-04-22T09:20:00Z,1454,257.358,746.7977679
DY4277,Lisbon,LIS,Europe,PT,2018-04-22T10:40:00Z,2993,529.761,1537.252902
SK579,Paris CDG,CDG,Europe,FR,2018-04-22T15:40:00Z,1523,269.571,782.2372768
SK499,Oslo,OSL,Europe,NO,2018-04-22T14:45:00Z,417,107.169,310.9814732
SK070,Are Ostersund,OSD,other,NO,2018-04-22T16:25:00Z,0,0,0
SK2062,Are Ostersund,OSD,other,NO,2018-04-22T19:00:00Z,0,0,0
SK1769,Prague,PRG,Europe,CZ,2018-04-22T11:15:00Z,1056,186.912,542.3785714
SK185,Angelholm,AGH,Europe,SE,2018-04-22T12:00:00Z,461,118.477,343.7948661
SK740,Vilnius,VNO,Europe,LT,2018-04-22T11:35:00Z,676,119.652,347.2044643
LO454,Warsaw,WAW,Europe,PL,2018-04-22T08:30:00Z,812,143.724,417.05625
SK008,Lulea,LLA,Europe,SE,2018-04-22T10:35:00Z,727,128.679,373.3988839
D85351,Alicante,ALC,Europe,ES,2018-04-22T09:00:00Z,2682,474.714,1377.518304
DY4555,Vilnius,VNO,Europe,LT,2018-04-22T09:30:00Z,676,119.652,347.2044643
PC1280,Istanbul SAW,SAW,other,LT,2018-04-22T11:55:00Z,0,0,0
SK1419,Copenhagen,CPH,Europe,DK,2018-04-22T08:00:00Z,523,92.571,268.6212054
DY4139,Bergen,BGO,Europe,NO,2018-04-22T08:05:00Z,721,127.617,370.3171875
BLX1189,Barcelona,BCN,Europe,ES,2018-04-22T07:35:00Z,2281,403.737,1171.558259
SK4224,Vaasa,VAA,Europe,FI,2018-04-22T10:30:00Z,460,118.22,343.0491071
SK1421,Copenhagen,CPH,Europe,DK,2018-04-22T08:55:00Z,523,92.571,268.6212054
SU2211,Moscow,SVO,Europe,RU,2018-04-22T10:45:00Z,1229,217.533,631.2341518
DY4039,Lulea,LLA,Europe,SE,2018-04-22T11:30:00Z,727,128.679,373.3988839
SK072,Are Ostersund,OSD,other,SE,2018-04-22T09:00:00Z,0,0,0
OS312,Vienna,VIE,Europe,AT,2018-04-22T07:45:00Z,1243,220.011,638.4247768
DY4285,Helsinki,HEL,Europe,FI,2018-04-22T12:45:00Z,397,102.029,296.0662946
LH801,Frankfurt,FRA,Europe,DE,2018-04-22T08:10:00Z,1188,210.276,610.1758929
D85051,Malaga,AGP,Europe,ES,2018-04-22T10:10:00Z,2992,529.584,1536.739286
SK483,Oslo,OSL,Europe,NO,2018-04-22T07:55:00Z,417,107.169,310.9814732
SK2591,Brussels,BRU,Europe,BE,2018-04-22T14:55:00Z,1282,226.914,658.4558036
TK1794,Istanbul IST,IST,Europe,TR,2018-04-22T09:30:00Z,2177,385.329,1118.142187
SK107,Malmo,MMX,Europe,SE,2018-04-22T08:35:00Z,513,90.801,263.4850446
SK2034,Umea,UME,Europe,SE,2018-04-22T11:50:00Z,514,90.978,263.9986607
XQ579,Antalya,AYT,Europe,TR,2018-04-22T08:05:00Z,2660,470.82,1366.21875
DY4153,Copenhagen,CPH,Europe,DK,2018-04-22T08:55:00Z,523,92.571,268.6212054
FI307,Reykjavik,KEF,other,IS,2018-04-22T12:20:00Z,2135,377.895,1096.570312
SK939,Los Angeles,LAX,America,US,2018-04-22T07:55:00Z,8893,1574.061,4567.587723
SK531,London LHR,LHR,Europe,GB,2018-04-22T09:15:00Z,1454,257.358,746.7977679
2N664,Hemavan Tarnaby,HMV,Europe,SE,2018-04-22T08:20:00Z,725,128.325,372.3716518
SK673,Frankfurt,FRA,Europe,DE,2018-04-22T15:00:00Z,1188,210.276,610.1758929
DY7205,Bangkok,BKK,Asia,TH,2018-04-22T12:55:00Z,8280,1465.56,4252.741071
